SERIAL,POSTCODE_2021,latitude_o,longitude_o,D3_2021
204265059,LA5,54.1438808,-2.7918796,1
204265434,SR2,54.8860669,-1.3765988,2
204267034,SW15,51.4570342,-0.2284869,2
204267235,EX31,51.0857144,-4.068489,2
204267348,DE4,53.1268023,-1.5654429,2
204267353,SN4,51.530429,-1.8406454,2
204267459,KY11,56.0485491,-3.4139256,2
204267708,KW16,58.9608956,-3.2768723,1
204267878,PA15,55.9425234,-4.7476824,2
204267931,EH8,55.9487133,-3.1641837,2
204267986,AB10,57.1353138,-2.1202461,2
204268029,G73,55.8195192,-4.2065974,2
204268031,AB15,57.1375445,-2.16861,2
204268194,KY11,56.0485491,-3.4139256,2
204268318,EH33,55.9415591,-2.9458801,2
204269301,ML11,55.6671734,-3.7891903,2
204269377,EH39,56.0470676,-2.734215,1
204269539,EH54,55.8923064,-3.5243492,1
204270325,LD2,52.1422615,-3.3937041,2
204270630,LD7,52.351601,-3.0907216,2
204270737,CF14,51.5198959,-3.2042721,2
204270753,LD1,52.2607456,-3.3662735,2
204270952,LD3,51.9607697,-3.369993,1
204270995,LL49,52.9290448,-4.1379154,2
204271033,LL17,53.2523853,-3.4370183,2
204271071,LL48,52.9360472,-4.0696243,2
204271084,SA14,51.735052,-4.1062507,2
204271251,CF64,51.4332091,-3.1917807,2
204271275,CH5,53.2040122,-3.04214,2
204271810,SA12,51.6082605,-3.7957976,2
204271871,LL40,52.7567851,-3.8749667,2
204272006,SA9,51.7812869,-3.7689001,2
204272380,LD1,52.2607456,-3.3662735,1
204272548,LL12,53.0875778,-2.9891854,1
204272660,L36,53.4144065,-2.841731,2
204272794,LL60,53.2154645,-4.274545,2
204272877,SA19,51.9545649,-3.9481925,2
204273003,CF5,51.4829052,-3.2447881,2
204273168,BT60,54.2928226,-6.6487383,1
204273505,BT20,54.6585904,-5.665505,2
204273943,BT34,54.1531164,-6.1774814,2
204273985,BT47,54.9739997,-7.2126901,2
204274292,BT15,54.6234399,-5.9320317,2
204274350,BT1,54.5997539,-5.9284735,2
204274441,BT67,54.4869748,-6.2660667,2
204274581,BT45,54.7600743,-6.6390822,2
204275321,BT35,54.1620226,-6.4418816,2
204275840,CM17,51.7731801,0.1464635,2
204276304,OX18,51.7628074,-1.5916671,2
204276760,PA37,56.4668384,-5.3919661,2
204277010,BT34,54.1531164,-6.1774814,2
204277025,BT9,54.5721032,-5.9500064,2
204277109,BT47,54.9739997,-7.2126901,2
204277178,B15,52.4661665,-1.9233802,2
204277440,SP8,51.0373048,-2.2910983,2
204277484,SY21,52.6581949,-3.2070323,1
204278641,DA14,51.4250037,0.1117751,2
204278794,NP16,51.6504671,-2.6898185,1
204279941,EH54,55.8923064,-3.5243492,2
204280407,NW1,51.5332718,-0.1438882,1
204280827,HR4,52.0905547,-2.7712966,2
204280841,RG7,51.3976703,-1.0774783,2
204282040,GL3,51.8619393,-2.1760821,2
204283396,MK15,52.0568594,-0.729772,2
204283487,BS34,51.523502,-2.5667207,2
204283581,L17,53.3775853,-2.9406564,2
204283832,SE15,51.4727365,-0.0656967,2
204283880,E4,51.6218323,-0.0057248,2
204284371,BH9,50.749635,-1.8727345,2
204285336,BT79,54.623159,-7.200907,2
204285758,CB10,52.028753,0.2627396,1
204285871,HR9,51.9077349,-2.5827297,2
204285974,DN21,53.4200117,-0.7020715,2
204285985,WR12,52.0414013,-1.8704376,2
204286310,NG22,53.1820817,-0.9786955,2
204286343,BT94,54.3760757,-7.5336959,2
204287145,N3,51.6002281,-0.193929,2
204287744,BT60,54.2928226,-6.6487383,2
204287953,G32,55.8488374,-4.1655409,2
204288071,EH39,56.0470676,-2.734215,1
204288265,NR5,52.6407866,1.2286953,2
204288882,BD19,53.7273298,-1.7141196,2
204289243,DE5,53.0449455,-1.4028946,2
204289250,CM24,51.8992323,0.2039133,2
204290365,IP31,52.2925866,0.8356002,2
204290686,LA12,54.2031951,-3.0836203,2
204290837,L23,53.4909653,-3.023793,2
204291084,B32,52.4486238,-1.9945407,1
204292443,LL57,53.2068931,-4.1118949,2
204292489,SA1,51.6266504,-3.9402316,2
204292608,LD3,51.9607697,-3.369993,2
204292843,BT47,54.9739997,-7.2126901,1
204293260,BT71,54.5128046,-6.7043034,2
204293282,BT78,54.5709348,-7.3760979,2
204293310,BT36,54.6768193,-5.9562895,1
204293563,BT44,54.9722864,-6.287524,2
204293711,BT44,54.9722864,-6.287524,2
204293799,BT24,54.4173126,-5.8716837,2
204295349,BN1,50.8423629,-0.1395112,2
204295672,EC2M,51.5185932,-0.0862326,2
204295777,WV15,52.5159774,-2.3744083,2
204297322,OX26,51.901173,-1.1544766,2
204297382,WV16,52.5095974,-2.4409185,2
204297492,EX2,50.7095079,-3.5143056,1
204297802,PR5,53.731555,-2.6577319,1
204298644,SE5,51.4738341,-0.0914963,2
204299203,ME13,51.3036496,0.8945604,2
204300051,WC2N,51.509081,-0.1248873,2
204300539,NN16,52.4046781,-0.7057147,1
204300547,CB4,52.2229046,0.1298349,2
204301012,LE7,52.6800581,-1.0709886,1
204301033,HR1,52.0590736,-2.6797236,2
204301055,DY10,52.386159,-2.2238755,2
204301159,DN15,53.6143425,-0.6522291,2
204301205,GU10,51.1965791,-0.7979139,2
204302054,PO20,50.7837114,-0.7846263,2
204302771,NW1,51.5332718,-0.1438882,2
204302921,SR5,54.9226017,-1.4241884,2
204303690,HP2,51.7643313,-0.4522784,2
204304558,PL3,50.3882426,-4.1272702,2
204304938,NG34,52.9871563,-0.3938278,2
204305043,DE24,52.8891675,-1.4528507,2
204305998,EN5,51.649944,-0.1975625,2
204306099,PL1,50.3705757,-4.154261,2
204306194,CR0,51.3732242,-0.0775432,2
204306513,EH7,55.9602104,-3.1643887,2
204306894,ML10,55.6801214,-4.0692342,2
204307004,IV15,57.5993429,-4.4314883,2
204307080,EH18,55.8768124,-3.122531,2
204307608,NP11,51.6438627,-3.1315958,2
204308515,SA44,52.0874643,-4.3732402,2
204309063,BT42,54.8548266,-6.2755735,2
204309260,BT1,54.5997539,-5.9284735,2
204309677,BT80,54.6462975,-6.74572,1
988812996,BT36,54.6768193,-5.9562895,2
988814680,BT8,54.540416,-5.9063825,2
988821148,BT1,54.5997539,-5.9284735,2
988823227,BH14,50.7214367,-1.9445851,2
988829006,BA1,51.3927912,-2.3611374,2
988830146,N10,51.5948015,-0.1450221,2
9661003350,RG41,51.4168077,-0.8633653,2
9661006430,NR1,52.6266317,1.3068176,2
9661011480,TS15,54.4872991,-1.3351828,2
9661011904,BN2,50.8250741,-0.1010175,1
9661012191,LS6,53.8200966,-1.5707608,1
9661014910,SO15,50.9170655,-1.4245244,2
9661018417,DE56,53.0219424,-1.4750676,2
9661020168,CV34,52.2816351,-1.5783799,2
9661023056,KY16,56.3425731,-2.8225656,2
9661026963,BD22,53.8457607,-1.9553752,2
9661028053,PL25,50.3413052,-4.7782631,2
9661029762,SE4,51.4610268,-0.0352253,2
9661030923,AL10,51.7604054,-0.2323864,1
9661030980,NW10,51.5412842,-0.2480596,2
9661033182,NP20,51.5904204,-3.0065286,2
9661033913,IP14,52.206002,1.0312375,1
9661036810,LE9,52.5730928,-1.2811778,2
9661038426,CO11,51.942012,1.0767083,2
9661040667,TQ12,50.5294305,-3.6123156,2
9661049125,LU1,51.8744779,-0.4270575,2
9661050767,PO21,50.7850953,-0.6986558,2
9661054593,GU14,51.2939331,-0.763558,2
9661059682,NR7,52.6444333,1.3363787,2
9661059868,L3,53.4084083,-2.984451,2
9661059877,RG23,51.2582357,-1.1500593,2
9661062075,SN15,51.4723,-2.0830579,2
9661064258,EX20,50.7519249,-4.019293,2
9661064325,CBT5,NA,NA,2
9661068807,BT38,54.7289788,-5.8008313,2
9661082700,ZE2,60.3146317,-1.2291689,2
9661086993,PO33,50.7216598,-1.1700685,2
9661087676,DE1,52.9221535,-1.4774894,2
9661090587,NE26,55.0527885,-1.4577261,2
9661091688,RH2,51.2351176,-0.2030862,1
9661095684,PO13,50.8122549,-1.1810192,2
9661098714,DE4,53.1268023,-1.5654429,2
9661101866,G1,55.8588265,-4.2488914,2
9661102053,IP3,52.04135,1.18801,2
9661102102,RM13,51.5252467,0.1931007,2
9661102761,SP4,51.1660243,-1.7660031,2
9661107503,PE3,52.5843494,-0.2752554,2
9661116296,BT27,54.5091942,-6.0237607,2
9661121104,NE1,54.972442,-1.6115224,2
9661123873,CA13,54.6598623,-3.3683706,2
9661128976,G1,55.8588265,-4.2488914,2
9661130292,LE3,52.6315445,-1.1772298,2
9661130661,NN10,52.2928622,-0.5977197,2
9661133602,NE11,54.9399167,-1.6358329,2
9661135107,EH9,55.9330122,-3.1853241,2
9661139809,PR25,53.6945907,-2.6937368,2
9661140130,SS14,51.5760335,0.4746395,1
9661165123,BB5,53.754299,-2.37346,2
9661166016,BT40,54.8457073,-5.8237859,2
9661169033,LU7,51.9072379,-0.6629591,2
9661171311,GU7,51.1896186,-0.6121645,1
9661173848,AB10,57.1353138,-2.1202461,2
9661174443,CR4,51.4043894,-0.1591591,2
9661177447,MK12,52.0583718,-0.8166917,2
9661183317,ME4,51.3814348,0.5288721,2
9661183667,GL2,51.8431569,-2.2702834,2
9661183975,NW3,51.5523422,-0.1725058,2
9661189214,NG6,52.9985112,-1.1921785,2
9661190780,SK10,53.2756794,-2.1312485,2
9661191701,GL50,51.900632,-2.0818521,2
9661193810,WA7,53.3305871,-2.7036909,2
9661197025,EH45,55.6544414,-3.1908306,2
9661201359,BS6,51.4707656,-2.6003841,2
9661208271,SE22,51.4544389,-0.0724071,2
9661215256,LL32,53.2580548,-3.8411359,2
