SERIAL,POSTCODE_2021,latitude_o,longitude_o,D3_2021
204291890,NG16,53.0273823,-1.2949848,4
204291956,W1G,51.5193162,-0.1482679,4
204292037,G66,55.9404977,-4.153923,4
204292365,CF14,51.5198959,-3.2042721,3
204292440,SY16,52.5206495,-3.3122813,3
204292625,SY22,52.7568466,-3.186804,4
204292710,SA1,51.6266504,-3.9402316,3
204294022,SK8,53.3796923,-2.2090903,4
204294177,GU2,51.2457661,-0.5942024,3
204294455,S40,53.2341072,-1.4461714,3
204295144,BS31,51.4087555,-2.4924616,4
204295340,BR2,51.387269,0.0224568,4
204295469,TN2,51.1279359,0.2750576,4
204295485,BA16,51.124174,-2.7457829,4
204295566,YO12,54.273341,-0.4249517,4
204295713,BN12,50.8139666,-0.4292747,5
204295911,EX6,50.6765895,-3.5972315,3
204296007,CB11,51.9992272,0.2120024,5
204296121,EX20,50.7519249,-4.019293,4
204296349,BN10,50.7959843,0.0013219,4
204296398,LE4,52.6646001,-1.1247758,4
204296418,SG11,51.8860481,0.0334702,3
204296753,CR4,51.4043894,-0.1591591,3
204296808,BA6,51.1420762,-2.7078987,4
204296880,KT14,51.3384121,-0.4882369,3
204297544,L25,53.3788522,-2.8636656,4
204297887,PE29,52.3323569,-0.1792855,4
204298003,NR3,52.6432723,1.2917283,4
204298370,NR17,52.5153469,0.9944934,4
204298658,PO19,50.8382074,-0.7783183,4
204298879,LN6,53.2002374,-0.6001511,4
204299836,LA3,54.0498853,-2.8793403,4
204300038,WC1H,51.5268445,-0.1256084,3
204300526,HR6,52.2333219,-2.7731407,3
204300653,NG5,52.9972496,-1.1442651,4
204300795,S70,53.5411537,-1.4749041,3
204300967,OX13,51.6758174,-1.3577318,4
204301003,IP3,52.04135,1.18801,5
204301007,ST6,53.0579381,-2.1895987,4
204301338,BS1,51.4532627,-2.5935387,3
204301744,EX39,51.015257,-4.2457737,3
204301983,E2,51.5296098,-0.062627,4
204302027,BH15,50.7223607,-1.985506,4
204302156,TA5,51.1428039,-3.094884,3
204302968,RG27,51.3058876,-0.9469323,4
204303538,SW8,51.4765695,-0.1320148,3
204303564,S2,53.369613,-1.4480046,4
204303576,S44,53.2252186,-1.3139748,4
204303893,CW2,53.0798218,-2.4465966,3
204303981,EX13,50.7871097,-3.0071442,3
204304064,NR1,52.6266317,1.3068176,3
204304576,NE66,55.4286568,-1.7296243,4
204304712,NE25,55.0523507,-1.4893199,3
204305150,BA2,51.3592543,-2.3793066,4
204305259,LE9,52.5730928,-1.2811778,3
204305439,BS23,51.3430959,-2.9718955,4
204305664,MK13,52.0532824,-0.7825057,3
204305669,E7,51.5471369,0.027572,3
204305730,EX7,50.5843718,-3.4706752,4
204305803,CH64,53.2882069,-3.0476231,3
204305957,HR1,52.0590736,-2.6797236,5
204305976,WD4,51.7059771,-0.4564485,4
204306174,DT6,50.7391695,-2.7754498,3
204306467,EH13,55.9067795,-3.2429491,3
204306676,FK10,56.1158189,-3.7831309,3
204307376,EH3,55.9519117,-3.2070932,4
204307784,CH8,53.2830042,-3.2465239,4
204307785,LL20,52.9588899,-3.1607087,4
204307802,LD1,52.2607456,-3.3662735,4
204308125,SA61,51.8001658,-4.9741219,3
204308196,LL15,53.1031832,-3.3161613,4
204308269,CF64,51.4332091,-3.1917807,4
204308433,SA31,51.8567444,-4.3082937,5
204308521,CF15,51.5333849,-3.271715,3
204308653,LL12,53.0875778,-2.9891854,3
988813220,AB11,57.1392011,-2.0928839,3
988813972,S81,53.3386575,-1.1239571,4
988814022,DD8,56.6558721,-2.9220215,4
988814685,NG1,52.9547046,-1.1485826,4
988814980,IP13,52.18917,1.3206039,3
988816127,CM19,51.7594581,0.0711651,3
988820607,CM11,51.6235893,0.4459616,4
988821601,CA1,54.8858561,-2.9124405,4
988821690,IV52,57.3365804,-5.6530794,4
988824411,DT9,50.9420485,-2.5162283,3
988825966,MK18,51.978349,-0.9695075,3
988828339,AB51,57.2876297,-2.403827,5
988828914,PL27,50.5237028,-4.875155,5
988829254,PR2,53.7782025,-2.7072842,3
988832667,LL42,52.7257676,-4.0552734,4
988838708,DA15,51.4414641,0.0981804,4
988841378,SA2,51.6191141,-3.9979674,4
988845331,DD3,56.4831651,-2.9898945,4
988846447,SA73,51.7174251,-5.0122032,4
988846727,IV52,57.3365804,-5.6530794,3
988848255,CA3,54.9093172,-2.9402815,4
988849462,CW5,53.0619376,-2.5221792,5
988853493,FK8,56.131702,-4.0593036,4
988856254,SO23,51.0685878,-1.3082473,4
988857561,BB4,53.7037431,-2.2919089,4
988858815,PA2,55.8287846,-4.4346865,3
988866220,RG30,51.4511542,-1.0147746,3
988871114,G2,55.862907,-4.2561591,4
988873378,KW14,58.588615,-3.5547823,4
988874655,PH20,57.056667,-4.147518,3
9661001381,PE23,53.1727258,0.0887887,5
9661003809,CB24,52.2782051,0.0817273,4
9661003989,EX1,50.7280574,-3.5003048,4
9661006564,OL3,53.5535469,-2.0115057,3
9661007226,CT4,51.2238425,1.0647403,5
9661008425,TQ12,50.5294305,-3.6123156,4
9661008639,NE4,54.9739843,-1.6445129,3
9661009257,RH11,51.1106463,-0.2081205,4
9661010015,SO14,50.9071878,-1.3973862,4
9661011404,CA7,54.8076079,-3.2392072,4
9661013517,E18,51.5927827,0.0249672,4
9661015495,SW1X,51.4982019,-0.1566313,5
9661015852,TN33,50.9114028,0.4750454,4
9661016039,IP14,52.206002,1.0312375,3
9661019150,KT1,51.4074987,-0.2982129,4
9661021105,SO50,50.9693035,-1.3404267,3
9661021426,SN8,51.4063157,-1.6857426,4
9661022099,NE26,55.0527885,-1.4577261,4
9661025323,S42,53.1996406,-1.4217945,4
9661026252,CB9,52.0833705,0.439697,3
9661026569,LA3,54.0498853,-2.8793403,3
9661027548,EX31,51.0857144,-4.068489,4
9661027549,S3,53.3874982,-1.4740209,4
9661027596,SO51,50.9959687,-1.5037602,4
9661028125,DL5,54.6176722,-1.578451,4
9661028450,LE11,52.7680459,-1.2191752,4
9661029894,TN23,51.1399102,0.8570045,3
9661030407,SO18,50.9241213,-1.3620137,4
9661032345,SS9,51.5547671,0.651723,3
9661033019,E1,51.5173859,-0.0595023,4
9661036843,FY3,53.8212841,-3.0204371,4
9661037119,MK40,52.1378368,-0.4764099,3
9661038152,EC4Y,51.512938,-0.1088079,4
9661038529,SY5,52.6515091,-2.8328135,4
9661038603,EX39,51.015257,-4.2457737,4
9661038788,SS8,51.5221057,0.5895804,3
9661038851,SS14,51.5760335,0.4746395,5
9661039323,AL5,51.8153821,-0.3520548,4
9661040458,E16,51.5105927,0.0289721,3
9661040723,EX34,51.1983243,-4.1058651,4
9661041642,OX17,52.07362,-1.2890522,4
9661042534,SM3,51.3712541,-0.2162485,4
9661045887,NG16,53.0273823,-1.2949848,5
9661046028,FY2,53.8459338,-3.0396623,3
9661048229,RH4,51.2299509,-0.3347519,4
9661048513,BD22,53.8457607,-1.9553752,4
9661048940,TF1,52.7031424,-2.5029461,4
9661050095,WV12,52.6058407,-2.0403978,4
9661050501,NP10,51.5780227,-3.0477786,4
9661050632,SS7,51.5622938,0.5777041,4
9661050706,SN8,51.4063157,-1.6857426,4
9661050746,IP24,52.419832,0.757916,4
9661050837,WS7,52.6797404,-1.9216495,4
9661051650,CB10,52.028753,0.2627396,3
9661052551,NR33,52.4540969,1.7167978,3
9661053268,SS7,51.5622938,0.5777041,3
9661053468,DY11,52.3845094,-2.2621081,3
9661054343,DE1,52.9221535,-1.4774894,4
9661055392,WS12,52.7071392,-2.0024555,3
9661055662,SS14,51.5760335,0.4746395,4
9661055832,PL23,50.3374532,-4.6368031,3
9661055928,CO9,51.9689789,0.6094407,5
9661056235,NR33,52.4540969,1.7167978,4
9661056492,SL2,51.5356977,-0.6058076,4
9661058207,BS24,51.3303607,-2.9292938,3
9661058475,RG40,51.4001248,-0.8360988,3
9661059979,WN4,53.4936763,-2.6443803,4
9661061711,CH8,53.2830042,-3.2465239,3
9661062164,BS21,51.4350533,-2.8498455,5
9661062729,CB2,52.1858693,0.1231567,3
9661062758,NR1,52.6266317,1.3068176,3
9661063153,GL8,51.6425527,-2.1709169,4
9661065169,HR4,52.0905547,-2.7712966,3
9661065669,SW11,51.4681801,-0.1637256,3
9661065763,SL7,51.5753276,-0.777869,4
9661065951,MK17,51.997579,-0.6993948,3
9661066484,NE65,55.3149288,-1.7484073,4
9661066635,TW17,51.39821,-0.4476473,3
9661067074,SP7,51.0050805,-2.1843108,3
9661067843,CM19,51.7594581,0.0711651,4
9661068805,AB12,57.1020973,-2.1129498,4
9661069506,IV30,57.6524753,-3.3254479,4
9661069620,TD1,55.6231746,-2.810917,4
9661070075,PA34,56.3937657,-5.4870915,4
9661071954,AV32,NA,NA,3
9661073007,DG12,54.9901401,-3.2513519,3
9661073416,EH45,55.6544414,-3.1908306,4
9661074254,PL30,50.5017989,-4.7283944,3
9661074642,AB54,57.4540447,-2.761688,4
9661075444,DA11,51.4344917,0.3506663,4
9661075721,YO15,54.094995,-0.1766616,3
9661075837,HD8,53.5995424,-1.6750146,3
9661077556,BH25,50.75283,-1.6579866,4
9661077882,ST5,53.0153757,-2.2395729,4
9661078148,BB5,53.754299,-2.37346,4
9661078566,PL6,50.418712,-4.1156868,4
9661079212,RG24,51.2807785,-1.0794987,4
9661080436,E2,51.5296098,-0.062627,4
9661080689,S44,53.2252186,-1.3139748,3
9661081227,TD1,55.6231746,-2.810917,4
9661085272,SY4,52.7980636,-2.753822,4
9661085536,BA14,51.3191164,-2.2025658,4
9661086777,CW1,53.1036281,-2.4360889,4
9661087593,OX16,52.0625051,-1.3425431,4
9661088529,G2,55.862907,-4.2561591,4
9661088926,S81,53.3386575,-1.1239571,3
9661090008,PE27,52.3315399,-0.0713853,4
9661090052,NG1,52.9547046,-1.1485826,3
9661090349,NE1,54.972442,-1.6115224,3
9661091769,RH4,51.2299509,-0.3347519,3
9661092652,S60,53.4123073,-1.3507801,4
9661093067,OX25,51.9002711,-1.2130366,4
9661093777,TS23,54.6094056,-1.2851796,4
9661094080,EC1R,51.5249491,-0.1083725,3
9661095493,KT21,51.3111901,-0.3035835,3
9661097823,SO50,50.9693035,-1.3404267,3
9661098554,E6,51.5264995,0.053874,3
9661098564,WA9,53.4361271,-2.7192438,4
9661100313,BS31,51.4087555,-2.4924616,3
9661100387,DL12,54.5721304,-1.9855857,4
9661102709,RH20,50.9374494,-0.4705572,3
9661102775,HU15,53.7485753,-0.6207806,4
9661102883,SO23,51.0685878,-1.3082473,3
9661102978,BD13,53.7867466,-1.8612838,3
9661103923,SW19,51.4241552,-0.2029208,3
9661104027,HP27,51.7206955,-0.8325872,3
9661104158,PO33,50.7216598,-1.1700685,4
9661105558,LS11,53.776223,-1.5573555,3
9661105695,OX20,51.8558919,-1.3577401,3
9661108663,W11,51.512272,-0.2164413,3
9661108888,EC2A,51.5237066,-0.0855916,4
9661109278,ST10,52.9885754,-1.9646762,4
9661109450,SN4,51.530429,-1.8406454,3
9661109677,EN6,51.699489,-0.176714,4
9661110045,M33,53.4209662,-2.3262749,4
9661112170,BA1,51.3927912,-2.3611374,4
9661112761,IV55,57.4561945,-6.6097781,4
9661113477,CF45,51.6696017,-3.3622637,3
9661113617,SR4,54.9003709,-1.4255904,3
9661114018,S35,53.4586541,-1.4979375,4
9661116057,CV37,52.1827385,-1.715127,4
9661116485,B69,52.5027111,-2.030311,4
9661116560,DN35,53.5545579,-0.036351,4
9661116832,CM17,51.7731801,0.1464635,3
9661118381,LE9,52.5730928,-1.2811778,3
9661119999,PL33,50.6218997,-4.7316297,3
9661121568,HP20,51.8200483,-0.8054056,5
9661124134,PL3,50.3882426,-4.1272702,4
9661124322,BN41,50.8414939,-0.2174858,4
9661124431,CO1,51.8840222,0.8963748,4
9661125368,NR16,52.4735481,1.0538628,5
9661125887,OX29,51.7940797,-1.435656,4
9661125913,SK6,53.4051341,-2.080279,3
9661126079,G72,55.8041894,-4.1294723,4
9661126686,NW5,51.551787,-0.1449996,3
9661127291,B63,52.4514517,-2.0699158,3
9661127727,LA1,54.0467054,-2.7994612,3
9661133511,TR16,50.2326748,-5.2212503,3
9661134025,PA37,56.4668384,-5.3919661,4
9661134419,LA11,54.199939,-2.9260474,3
9661134625,LS23,53.9003968,-1.3484233,3
9661136709,YO17,54.1367836,-0.7568135,3
9661136874,RG9,51.5450342,-0.9260061,4
9661136948,WV10,52.6191468,-2.1134738,4
9661139589,BB5,53.754299,-2.37346,4
9661139805,TN24,51.1497728,0.8877433,4
9661141618,SY4,52.7980636,-2.753822,4
9661141978,S6,53.4028113,-1.5130984,4
9661142676,B33,52.4802868,-1.7884156,3
9661142971,CM2,51.7208592,0.4866343,3
9661143361,M12,53.4643203,-2.202117,4
9661143673,B93,52.3804941,-1.7438511,4
9661145429,TN3,51.1208107,0.2480518,3
9661145520,WC1E,51.5217107,-0.1328422,4
9661145606,NE17,54.9125064,-1.8171473,3
9661149548,WC1V,51.5180929,-0.1165884,4
9661150237,IV24,57.8912204,-4.3559987,3
9661150739,GL5,51.7381408,-2.2210178,4
9661151040,GL2,51.8431569,-2.2702834,4
9661151657,SG4,51.9206087,-0.2595399,4
9661151856,TN1,51.1346687,0.2665338,3
9661153263,KT13,51.368034,-0.4493546,4
9661154563,BB5,53.754299,-2.37346,4
9661154767,BA22,50.9695037,-2.6381055,5
9661155765,PE25,53.1539916,0.3342567,4
9661159671,SA4,51.6732535,-4.0486716,4
9661163392,SW11,51.4681801,-0.1637256,4
9661164839,CH1,53.2022603,-2.9089758,4
9661164985,CO10,52.058478,0.7211086,3
9661165087,SN10,51.3370397,-1.9869176,4
9661165840,GL11,51.6901084,-2.357213,3
9661166254,GL4,51.8406968,-2.2188091,4
9661166383,HD1,53.6468691,-1.788934,4
9661166810,BA20,50.937984,-2.6452044,4
9661167282,IV3,57.4764724,-4.2479131,5
9661167819,BS5,51.4620533,-2.5517422,4
9661168226,EX14,50.8140317,-3.1914327,5
9661168597,BA1,51.3927912,-2.3611374,4
9661168843,M29,53.5084109,-2.4581696,4
9661169113,TR12,50.042234,-5.1794424,3
9661169351,CB25,52.2608073,0.2541302,3
9661169472,BB7,53.8708936,-2.3888971,4
9661169493,CF10,51.4748057,-3.1731995,5
9661170517,PL2,50.389557,-4.1630645,4
9661171103,GL1,51.8593662,-2.2437389,4
9661173491,BS16,51.4868114,-2.5100273,3
9661173837,DN21,53.4200117,-0.7020715,3
9661173912,YO12,54.273341,-0.4249517,4
9661175016,CH1,53.2022603,-2.9089758,3
9661175348,OL5,53.5180411,-2.0385356,3
9661177853,SY8,52.3650723,-2.6953443,4
9661180179,NN6,52.3269298,-0.9458447,4
9661181992,CV37,52.1827385,-1.715127,3
9661182131,FY3,53.8212841,-3.0204371,3
9661182311,NE21,54.9575809,-1.7214224,4
9661182406,E2,51.5296098,-0.062627,4
9661184227,PL2,50.389557,-4.1630645,3
9661184845,AL9,51.7445903,-0.1976882,4
9661185707,GU9,51.219137,-0.7942479,3
9661189262,GL7,51.7113826,-1.8967753,4
9661189786,E1W,51.5091122,-0.0589168,4
9661190000,CB3,52.212482,0.0981705,3
9661190164,SW18,51.4512533,-0.191462,4
9661190786,PL15,50.6330692,-4.3969382,3
9661196770,DA3,51.3841204,0.3083751,3
9661197318,EH5,55.9760767,-3.2223197,3
9661203185,TR15,50.2331276,-5.2380409,4
9661203189,PL21,50.3852736,-3.9184514,4
9661203221,NW3,51.5523422,-0.1725058,4
9661208879,SW5,51.4915827,-0.1919239,4
9661211698,BH5,50.725298,-1.8322739,4
9661212286,EX17,50.8116834,-3.7053311,4
9661212594,W2,51.5151251,-0.1854875,4
9661214512,PO20,50.7837114,-0.7846263,3
9661215890,DA14,51.4250037,0.1117751,3
9661218018,SP5,51.021579,-1.770351,5
9661218647,ST18,52.8150827,-2.0806107,3
9661218916,PO2,50.8178415,-1.0774067,4
9661223447,CB5,52.2123417,0.1539646,4
122000162,EH4,55.9624129,-3.2608608,4
122000251,S2,53.369613,-1.4480046,5
122000483,BT23,54.564476,-5.7153624,4
122000556,BT48,55.0103984,-7.3273919,4
122000658,BT8,54.540416,-5.9063825,4
122001101,BT1,54.5997539,-5.9284735,3
122001136,BT3,54.6172417,-5.903704,3
122001602,BT71,54.5128046,-6.7043034,3
122001643,BT35,54.1620226,-6.4418816,4
122002046,SY23,52.3800111,-4.051249,3
122002419,CV37,52.1827385,-1.715127,3
122002847,PA37,56.4668384,-5.3919661,5
122003294,PA42,55.6368001,-6.1894539,4
122003705,G21,55.8822282,-4.2201317,4
122003838,DN14,53.7086376,-0.9413185,4
122004131,DE24,52.8891675,-1.4528507,4
122004661,DD8,56.6558721,-2.9220215,4
122004666,EX39,51.015257,-4.2457737,3
122004785,AB24,57.1639292,-2.1079218,3
122005293,G81,55.9138295,-4.4077065,5
122005384,BT26,54.4542746,-6.0639346,4
122005389,BT28,54.5227918,-6.0866891,3
122005639,BT34,54.1531164,-6.1774814,4
122005920,PH15,56.6097022,-3.9407898,3
122005953,HS2,58.2483484,-6.4631996,5
122005978,TQ4,50.4228675,-3.5722576,4
122007236,PO40,50.6824755,-1.5218166,4
122007529,NP16,51.6504671,-2.6898185,3
122007763,BT28,54.5227918,-6.0866891,4
122007765,BT36,54.6768193,-5.9562895,4
122007944,BT3,54.6172417,-5.903704,4
122008095,BT78,54.5709348,-7.3760979,4
122008166,BT49,55.0473469,-6.9508217,3
122008309,BT32,54.3355257,-6.2456426,4
122008987,TR4,50.2858425,-5.1375346,4
122009508,TS8,54.5216751,-1.2327726,3
122009759,DY10,52.386159,-2.2238755,3
122010370,G46,55.8033439,-4.3078361,4
122010710,KY16,56.3425731,-2.8225656,3
122010904,EH4,55.9624129,-3.2608608,3
122010990,KA11,55.6186396,-4.6276773,3
122011291,AB32,57.1550293,-2.317922,4
122012154,HS8,57.2352236,-7.3470515,3
122012345,G72,55.8041894,-4.1294723,3
122013366,EH14,55.9088677,-3.2859923,4
122013648,KW17,59.0364329,-3.0093093,4
122014034,RG45,51.3715067,-0.7995721,4
122014660,PH15,56.6097022,-3.9407898,4
122014785,SA72,51.6917901,-4.9355542,4
122015051,IV32,57.630793,-3.1048715,4
122015120,KA21,55.6421009,-4.7844006,3
122015147,RG27,51.3058876,-0.9469323,4
122015378,EH7,55.9602104,-3.1643887,4
122015523,BT32,54.3355257,-6.2456426,3
122015655,PH2,56.387089,-3.4038513,3
122015750,CF36,51.4850992,-3.6994938,5
122015790,M33,53.4209662,-2.3262749,4
122015839,L25,53.3788522,-2.8636656,4
122015840,L35,53.4151247,-2.7828814,4
122015874,PA16,55.9425162,-4.8009273,4
122016005,DD4,56.4821151,-2.935612,4
122016576,BS29,51.3306402,-2.8750405,4
122016825,LL29,53.2891437,-3.7084555,3
122016944,PA23,55.9537952,-4.9334508,3
122017564,E7,51.5471369,0.027572,3
122018049,KA21,55.6421009,-4.7844006,4
122018254,LL18,53.3102991,-3.4760171,3
122018334,FK2,56.0050252,-3.7562534,5
122018471,BT33,54.2233393,-5.8913207,4
122018979,SS13,51.5750029,0.5109302,3
122019268,GL2,51.8431569,-2.2702834,4
122020264,CW5,53.0619376,-2.5221792,5
122020420,EX22,50.8277967,-4.3680718,4
122022055,LA22,54.4229898,-2.9912561,3
122022202,DE72,52.8931608,-1.3588522,3
150108054,G12,55.8805484,-4.3006568,4
150108198,BA13,51.2621061,-2.1816707,3
150108268,BS40,51.346529,-2.6919383,3
150108424,TS12,54.5628683,-0.9670708,4
150108553,PE16,52.4548843,0.0493714,4
150108743,HR9,51.9077349,-2.5827297,3
150108807,LL15,53.1031832,-3.3161613,3
150108814,SA11,51.6748529,-3.7614044,3
150108910,TD7,55.5365991,-2.8730161,4
150108918,BN22,50.7896229,0.2838081,4
150108946,B90,52.3989824,-1.8260954,3
150109031,GL10,51.7436973,-2.2870616,5
150109107,WR13,52.0930845,-2.3428588,3
150109134,DN15,53.6143425,-0.6522291,3
150109168,LN2,53.2571394,-0.5062171,5
150109196,NN3,52.2639662,-0.8422004,4
150109307,DD7,56.5028985,-2.7195271,4
150109584,CW1,53.1036281,-2.4360889,4
150109681,W3,51.5106335,-0.2679031,5
150109796,BT1,54.5997539,-5.9284735,4
150109813,CA14,54.6346926,-3.5380221,3
150110035,WF14,53.6797839,-1.6960552,3
150110166,TS6,54.5656389,-1.1534611,4
150110248,BT19,54.6513331,-5.6671749,3
150110284,TR7,50.4138677,-5.0748401,3
150110393,WA3,53.456371,-2.5477451,4
150110476,CF10,51.4748057,-3.1731995,4
150110523,TQ12,50.5294305,-3.6123156,4
150110709,PO2,50.8178415,-1.0774067,4
150110845,B61,52.3464135,-2.068307,4
150111114,B61,52.3464135,-2.068307,5
150111232,EC3A,51.5147892,-0.0802178,5
150111491,LS29,53.9189109,-1.800672,3
150111568,TA4,51.074692,-3.2714873,4
150111897,KY16,56.3425731,-2.8225656,3
150112159,M45,53.5473467,-2.2903765,5
150112598,HA9,51.5607305,-0.2857817,4
150112812,BS21,51.4350533,-2.8498455,4
150112894,B1,52.4799811,-1.9091472,4
150112910,B16,52.4771886,-1.9342144,3
150113129,B95,52.2859172,-1.7806898,4
150113287,BB7,53.8708936,-2.3888971,3
150113310,BD12,53.7456818,-1.7626592,4
150113519,BL9,53.5918117,-2.2870531,4
150113585,BN2,50.8250741,-0.1010175,4
150113714,BS15,51.4596293,-2.5068855,3
150113780,BS35,51.5977668,-2.5487713,3
150113810,BS49,51.3829265,-2.8123525,3
150113910,CB22,52.1284294,0.1354878,4
150113923,CB25,52.2608073,0.2541302,3
150113927,CB4,52.2229046,0.1298349,4
150114119,CM77,51.8667384,0.5523052,3
150114139,CO1,51.8840222,0.8963748,4
150114162,CO16,51.8219619,1.1229273,3
150114177,CO4,51.9091409,0.9196829,4
150114181,CO5,51.8152485,0.8199292,4
150114204,CR0,51.3732242,-0.0775432,4
150114227,CR0,51.3732242,-0.0775432,3
150114340,S43,53.2676283,-1.3399055,4
150114365,CV34,52.2816351,-1.5783799,4
150114429,CW1,53.1036281,-2.4360889,4
150114643,DH2,54.8597025,-1.5995581,3
150114782,DN31,53.5699931,-0.0891049,4
150114896,DY5,52.4804556,-2.1239401,5
150115138,EC3V,51.5129745,-0.0858623,4
150115381,GL19,51.9461577,-2.2909682,4
150115421,GL51,51.8990355,-2.110465,4
150115555,RG24,51.2807785,-1.0794987,4
150115762,HP2,51.7643313,-0.4522784,4
150115955,IP1,52.0668563,1.13956,3
150116095,KT2,51.4189252,-0.2906684,4
150116177,L33,53.4900539,-2.8768007,4
150116362,LE2,52.6073868,-1.1169519,5
150116585,LS8,53.8247746,-1.5094795,3
150116618,LU7,51.9072379,-0.6629591,4
150116682,M22,53.3858702,-2.2600788,3
150116923,MK43,52.1119082,-0.5583834,3
150116988,N15,51.5826261,-0.081173,3
150117103,NE23,55.0800801,-1.582986,4
150117166,NE21,54.9575809,-1.7214224,3
150117255,NG19,53.1605766,-1.1983361,3
150117281,NG24,53.0696884,-0.7990824,4
150117343,NG9,52.9258889,-1.2382797,4
150117356,NN11,52.2417044,-1.1794055,3
150117494,NR21,52.8414338,0.8522567,4
150117529,NR32,52.489723,1.7315777,3
150117768,OX28,51.7869462,-1.4860576,3
150117776,OX3,51.7622825,-1.211732,3
150117797,OX7,51.9104488,-1.5287932,5
150117851,PE2,52.5584209,-0.2605213,3
150117907,PE32,52.7278429,0.6349892,4
150117966,PL19,50.5565609,-4.1547903,3
150118100,PO30,50.6911019,-1.31348,4
150118363,EC4N,51.5128988,-0.0914843,5
150118501,S1,53.3800229,-1.4710499,3
150118542,S3,53.3874982,-1.4740209,4
150118593,S6,53.4028113,-1.5130984,4
150118801,SG14,51.8081282,-0.0940096,3
150118912,SK4,53.4194666,-2.1817251,4
150119189,SO50,50.9693035,-1.3404267,4
150119660,TA9,51.2255918,-2.9567138,4
150119919,TR9,50.4134665,-4.9352015,5
150119934,TS12,54.5628683,-0.9670708,4
150120011,TW15,51.4311588,-0.4585262,3
150120158,W1J,51.5079068,-0.1450205,4
150120311,WA14,53.3878102,-2.3607423,3
150120390,N1,51.5377218,-0.0970473,4
150121041,DL1,54.529558,-1.5387005,4
150121129,SY18,52.4415588,-3.5494041,3
150121133,HX3,53.7267217,-1.844259,5
150121196,RH13,51.0337894,-0.3279851,4
150121303,DT6,50.7391695,-2.7754498,4
150121341,G84,56.0141483,-4.7557604,5
150121370,CV4,52.3972327,-1.5714648,4
150121371,CV37,52.1827385,-1.715127,4
150121802,CT14,51.2167502,1.3854115,3
150121877,TN33,50.9114028,0.4750454,3
150121917,EC2R,51.5160606,-0.0909709,3
150122049,S35,53.4586541,-1.4979375,3
150122092,HD1,53.6468691,-1.788934,4
150122115,PA75,56.6125781,-6.1143844,3
150122485,TA4,51.074692,-3.2714873,5
150122487,NG7,52.9579006,-1.1725474,3
150122549,NW3,51.5523422,-0.1725058,3
150122649,CB9,52.0833705,0.439697,3
150122756,RH12,51.0771886,-0.332156,4
150123581,CM23,51.872518,0.1583719,3
150123614,EC1V,51.5268168,-0.0978016,3
150123739,NG18,53.1382628,-1.1840991,3
150123811,NG11,52.8991198,-1.1741527,3
150124950,B31,52.4081108,-1.9733848,3
150125210,ME14,51.2787626,0.5435955,4
150125429,PL17,50.5150098,-4.3103836,4
150125575,LA5,54.1438808,-2.7918796,4
150125760,WR6,52.2298799,-2.3821575,4
150126077,CV6,52.4341647,-1.5074757,3
150126235,PE11,52.8055261,-0.1668409,3
150126333,KA6,55.416235,-4.504737,4
150126345,PL4,50.3755331,-4.1280288,4
150126636,BS20,51.4806147,-2.7535558,3
150126649,HP5,51.7128444,-0.6085614,4
150127459,BB3,53.6978859,-2.4662858,3
150127667,E2,51.5296098,-0.062627,4
150127825,SY5,52.6515091,-2.8328135,3
150127910,OL11,53.6059003,-2.1767392,3
150128121,PH8,56.5623822,-3.599212,3
150128144,CW9,53.2584003,-2.5017811,4
150128380,M9,53.5220075,-2.2139408,3
150128414,SK4,53.4194666,-2.1817251,3
150128694,L39,53.5617461,-2.8964099,5
150129088,GL17,51.8552806,-2.5103348,4
150130613,CV33,52.2554168,-1.4875182,4
150130832,AB14,57.1004493,-2.2713239,3
150131469,SA62,51.841175,-5.0642757,4
150131474,WA2,53.4108251,-2.5811919,3
150131746,EX39,51.015257,-4.2457737,3
150131797,RM14,51.5569004,0.264491,3
150131807,CV3,52.3909775,-1.4781403,3
150131906,SK3,53.3982575,-2.172193,3
150131932,BT71,54.5128046,-6.7043034,4
150131966,LL53,52.8841626,-4.4927499,4
150132044,KT4,51.3784115,-0.243017,3
150132048,KT6,51.38741,-0.3026903,4
150132078,SW15,51.4570342,-0.2284869,3
150132290,CF48,51.7415755,-3.3715116,3
150132352,YO12,54.273341,-0.4249517,4
150132388,MK19,52.0751348,-0.8552011,3
150132818,YO11,54.2639772,-0.3963875,3
150133414,S1,53.3800229,-1.4710499,4
150133589,HP17,51.7768478,-0.8843057,3
150133681,CO7,51.8816629,1.0052818,4
150134813,GU34,51.138975,-0.9871214,4
150134942,NG9,52.9258889,-1.2382797,4
150134973,W1F,51.5134975,-0.1364725,4
150135158,B76,52.5434894,-1.7825543,5
150135246,WC1X,51.5266751,-0.1151125,4
150135571,ML5,55.8597936,-4.0317112,5
150135629,NR6,52.6619269,1.2803571,4
150135976,WR9,52.2667884,-2.1583548,4
150135980,BA9,51.0576908,-2.4101382,3
150136036,HU12,53.7238645,-0.1267684,3
150136064,E14,51.5061699,-0.0184998,4
150136073,DY8,52.460812,-2.1557543,4
150136388,SO20,51.1166333,-1.5167063,3
150136580,DD2,56.4703225,-3.0317411,4
150136956,RM7,51.5748451,0.1687782,3
150137109,L40,53.6031134,-2.8417029,3
150137163,AL10,51.7604054,-0.2323864,4
150137863,WV13,52.5851575,-2.0581222,4
