SERIAL,POSTCODE_2021,latitude_o,longitude_o,D3_2021
175044917,OX18,51.7628074,-1.5916671,4
175045096,BN2,50.8250741,-0.1010175,3
175045179,PA21,55.9022321,-5.2508811,4
175045291,KY4,56.1140341,-3.3630354,4
175045476,AB23,57.2132774,-2.0892647,4
175045622,G53,55.8211417,-4.3526677,4
175045689,PH26,57.3300387,-3.6062492,4
175045706,KY6,56.1974394,-3.200491,3
175045768,KW1,58.4566982,-3.1224058,4
175045823,KA30,55.7972875,-4.8634584,4
175045855,SA48,52.1449088,-4.11325,3
175045895,LD1,52.2607456,-3.3662735,4
175045917,SA71,51.6679926,-4.9293245,3
175045965,CF5,51.4829052,-3.2447881,3
175045969,SA32,51.8878923,-4.1696166,4
175045975,CF35,51.5227048,-3.5254789,4
175046148,BT23,54.564476,-5.7153624,3
175047411,NG11,52.8991198,-1.1741527,5
175047489,TA18,50.8829255,-2.7874829,4
175047847,HR6,52.2333219,-2.7731407,3
175047972,SL6,51.5239786,-0.7292167,4
175048040,MK10,52.0410506,-0.6982522,3
175048086,EX20,50.7519249,-4.019293,4
175048175,HU7,53.7909078,-0.3292706,4
175048417,PR25,53.6945907,-2.6937368,3
175048504,PL7,50.3927332,-4.0456918,4
175048566,DT4,50.6095897,-2.4654498,4
175048629,SL0,51.5259965,-0.5171775,3
175048984,DD9,56.7482711,-2.6683631,4
175049303,G33,55.8741808,-4.1653486,4
175049371,KA9,55.4972272,-4.6053308,3
175049408,G53,55.8211417,-4.3526677,5
175049582,AB45,57.6517031,-2.5676286,3
175049915,SA11,51.6748529,-3.7614044,4
175049996,BT1,54.5997539,-5.9284735,4
175050149,BT80,54.6462975,-6.74572,4
175050846,NG31,52.9144482,-0.6420228,4
175050958,TN27,51.1678981,0.6938213,4
175051543,RH5,51.1903735,-0.343837,4
175051745,OX9,51.7379966,-0.9839931,4
175051928,N10,51.5948015,-0.1450221,4
175052757,IV36,57.6097384,-3.6074174,3
175052869,KY8,56.1972496,-3.0126117,4
175053421,PR8,53.6262751,-3.0097883,3
175053606,BT94,54.3760757,-7.5336959,4
175053632,BT16,54.5906801,-5.7976783,4
175054501,EX14,50.8140317,-3.1914327,3
175055104,HG5,54.013486,-1.4579043,4
175055236,TN26,51.0964754,0.797358,3
175055505,HP15,51.6585214,-0.7117144,5
175055836,ST15,52.9000776,-2.1504385,3
175055857,DY5,52.4804556,-2.1239401,3
175056073,BT52,55.134521,-6.6551623,4
175056696,LA3,54.0498853,-2.8793403,3
175056893,ME4,51.3814348,0.5288721,3
175057024,DY7,52.466416,-2.2308062,3
175057505,NR17,52.5153469,0.9944934,3
175057623,GL13,51.692474,-2.4613325,4
175057666,NP11,51.6438627,-3.1315958,4
175057677,CF83,51.5867146,-3.2188145,4
175057852,SN13,51.4245832,-2.2124861,4
175058030,RG14,51.3994972,-1.3231202,4
175058241,TW1,51.4510989,-0.3257026,4
175058390,L40,53.6031134,-2.8417029,3
175058510,BN18,50.8476816,-0.5840822,3
175058780,B42,52.5346593,-1.9124526,4
175059319,OL14,53.7144173,-2.1009851,4
175059423,NE40,54.9659302,-1.7743389,5
175059472,WR8,52.074811,-2.2066668,4
175059758,B60,52.3240959,-2.0491825,3
175060594,UB3,51.5052003,-0.4245561,3
175061108,CT4,51.2238425,1.0647403,4
175061338,B31,52.4081108,-1.9733848,4
175061347,SP5,51.021579,-1.770351,4
175062296,BD23,53.993339,-2.0569312,4
175063112,B78,52.6055691,-1.6733206,4
175069434,HA4,51.5704138,-0.4107522,4
175070124,DE75,53.0130721,-1.3543073,3
175070594,PO9,50.8634319,-0.9839667,4
175071251,BT81,54.6958267,-7.6113132,3
175071304,BT51,55.060214,-6.6830653,3
175071412,BT48,55.0103984,-7.3273919,4
175073912,MK46,52.1557959,-0.7020457,3
175075144,EX17,50.8116834,-3.7053311,3
175075817,BL0,53.6484286,-2.3169628,4
175076015,N22,51.5998948,-0.1102841,4
175076228,BA5,51.212571,-2.6552733,4
175077100,BB10,53.7995625,-2.2195134,3
175078389,HP5,51.7128444,-0.6085614,4
175079018,DE73,52.8472038,-1.438215,3
175079197,BS3,51.4386547,-2.6031568,3
175083789,CV8,52.3519562,-1.5420194,3
175083857,YO42,53.9238079,-0.7902264,4
175083884,DL13,54.7169113,-1.9573372,3
175084249,MK45,52.0216132,-0.4703173,4
175084468,PO22,50.8001082,-0.6476773,3
175085250,BS1,51.4532627,-2.5935387,3
175086819,IV51,57.4741873,-6.2434474,3
175086904,PA4,55.874849,-4.3953267,4
175087191,FK6,56.0212698,-3.9154287,4
175087208,CF72,51.5298928,-3.4021313,4
175087391,CF83,51.5867146,-3.2188145,4
175087396,CF11,51.4724155,-3.1922157,3
175087888,BT22,54.5017687,-5.5145457,3
204100194,NR34,52.4387601,1.5835599,4
204100702,BR2,51.387269,0.0224568,3
204101181,M17,53.4680132,-2.3205539,4
204101824,PL9,50.3547404,-4.087228,4
204102131,HP2,51.7643313,-0.4522784,4
204102144,GU24,51.3303573,-0.6282203,4
204102255,CW11,53.1431937,-2.3673649,3
204102398,NW8,51.5322682,-0.1745786,4
204102493,GL1,51.8593662,-2.2437389,4
204103132,LE67,52.7156016,-1.362308,4
204103208,NR21,52.8414338,0.8522567,3
204103454,TN31,50.962869,0.6855793,3
204103473,WC2A,51.5162229,-0.1142197,4
204103510,LE9,52.5730928,-1.2811778,3
204103716,ME5,51.348554,0.532612,4
204103726,M2,53.4804426,-2.2444104,3
204103792,RG9,51.5450342,-0.9260061,5
204103860,SO53,50.9860424,-1.383629,3
204104022,IP24,52.419832,0.757916,4
204104148,CB7,52.3612799,0.3252127,4
204104169,NW10,51.5412842,-0.2480596,3
204104356,BA1,51.3927912,-2.3611374,4
204104393,NG11,52.8991198,-1.1741527,3
204104420,LS1,53.7975973,-1.5516427,3
204104445,NN6,52.3269298,-0.9458447,4
204104838,WR10,52.1149851,-2.0671085,4
204104844,TN22,50.9820991,0.1003886,3
204105106,N1,51.5377218,-0.0970473,4
204105666,PE2,52.5584209,-0.2605213,3
204105684,NW1,51.5332718,-0.1438882,4
204106007,W11,51.512272,-0.2164413,4
204106454,W4,51.4912309,-0.2640107,3
204106482,N6,51.5731718,-0.1460635,3
204106685,LU5,51.910954,-0.5140444,4
204107136,EC1V,51.5268168,-0.0978016,4
204107200,ST5,53.0153757,-2.2395729,4
204107269,EC1R,51.5249491,-0.1083725,3
204107287,W1D,51.5133117,-0.1327615,3
204107362,UB6,51.538982,-0.3406322,3
204107416,MK16,52.0896113,-0.7217314,4
204107749,HU1,53.7428033,-0.3379367,4
204107793,EX31,51.0857144,-4.068489,4
204108193,SE23,51.4414858,-0.0491513,4
204108201,DE73,52.8472038,-1.438215,3
204108232,YO42,53.9238079,-0.7902264,4
204108412,HP11,51.6239518,-0.7453006,4
204108588,NR11,52.8409073,1.2737841,3
204108853,W1G,51.5193162,-0.1482679,3
204108931,RG12,51.4067523,-0.7500218,3
204108951,B72,52.5501949,-1.8219989,4
204109126,EC2M,51.5185932,-0.0862326,4
204109206,KA27,55.5386053,-5.174569,4
204109211,DG1,55.0735752,-3.5817215,4
204109346,KA7,55.4471342,-4.6304833,4
204109369,PH5,56.3282762,-3.8298735,4
204109600,FK9,56.1448526,-3.9433641,4
204109754,KY1,56.1288777,-3.1375619,4
204109966,EH3,55.9519117,-3.2070932,3
204110029,FK1,55.9851464,-3.7946922,4
204110214,LL52,52.9248691,-4.2409055,4
204110323,LL14,52.9909507,-3.0533052,5
204110504,BT94,54.3760757,-7.5336959,4
204110614,BT48,55.0103984,-7.3273919,4
204110617,BT19,54.6513331,-5.6671749,4
204110786,BT41,54.7322694,-6.2572788,3
204110821,BT92,54.2245245,-7.4675641,4
204110903,BT94,54.3760757,-7.5336959,3
204111139,BT74,54.3451053,-7.6650636,4
204111206,BT51,55.060214,-6.6830653,4
204111356,BT43,54.8926899,-6.2647155,3
204111362,BT23,54.564476,-5.7153624,4
204111514,BT8,54.540416,-5.9063825,4
204111847,BT34,54.1531164,-6.1774814,4
204111870,BT51,55.060214,-6.6830653,3
204111925,BT36,54.6768193,-5.9562895,4
204111947,BT23,54.564476,-5.7153624,4
204111969,BT79,54.623159,-7.200907,5
204112091,BT9,54.5721032,-5.9500064,4
204112112,BT28,54.5227918,-6.0866891,4
204112224,BT92,54.2245245,-7.4675641,3
204112247,BT34,54.1531164,-6.1774814,3
204112248,BT82,54.8264822,-7.4303378,3
204112306,BT67,54.4869748,-6.2660667,3
204112322,BT12,54.5929184,-5.9584163,4
204112434,BT53,55.0857068,-6.4749555,4
204112444,BT80,54.6462975,-6.74572,3
204112450,BT49,55.0473469,-6.9508217,3
204112475,BT70,54.5139825,-6.8875077,4
204112482,BT22,54.5017687,-5.5145457,4
204112530,BT31,54.2769937,-5.9689188,4
204112543,BT94,54.3760757,-7.5336959,3
204112617,BT78,54.5709348,-7.3760979,4
204112648,BT60,54.2928226,-6.6487383,4
204112694,BT33,54.2233393,-5.8913207,3
204112785,BT61,54.3687705,-6.6224601,4
204112861,BT18,54.6412227,-5.8220028,4
204112863,BT48,55.0103984,-7.3273919,4
204112900,BT28,54.5227918,-6.0866891,5
204112906,BT92,54.2245245,-7.4675641,4
204112911,BT13,54.6058982,-5.9596444,4
204112936, ,NA,NA,3
204112958,BT34,54.1531164,-6.1774814,4
204112970,BT35,54.1620226,-6.4418816,4
204113061,BT21,54.6400923,-5.54674,4
204113126,BT66,54.4550926,-6.3329464,3
204113142,BT5,54.5891629,-5.871144,3
204113315,SS11,51.6172491,0.537807,3
204113391,NG4,52.9710572,-1.0877171,3
204113443,PE22,53.0501008,0.0445584,3
204113695,SL6,51.5239786,-0.7292167,3
204113751,RG4,51.4827626,-0.9698039,3
204113796,HP8,51.6384149,-0.5700237,4
204113995,EX20,50.7519249,-4.019293,3
204114427,TQ13,50.5945854,-3.7176059,4
204114642,NR34,52.4387601,1.5835599,4
204114981,YO17,54.1367836,-0.7568135,5
204114997,YO60,54.0861015,-0.9389498,4
204115160,PO22,50.8001082,-0.6476773,3
204115211,TN37,50.8723505,0.5572632,4
204115306,CR7,51.3991799,-0.1067344,3
204115380,EC4A,51.5157778,-0.1082509,4
204115500,LN1,53.2609265,-0.5924173,5
204115530,NE23,55.0800801,-1.582986,4
204115689,PL12,50.4193974,-4.2502369,4
204115751,EX22,50.8277967,-4.3680718,4
204115754,DT6,50.7391695,-2.7754498,4
204115875,NG31,52.9144482,-0.6420228,4
204115936,BS20,51.4806147,-2.7535558,4
204116229,SO50,50.9693035,-1.3404267,3
204116463,BN27,50.8718389,0.2634568,3
204117077,PL26,50.3449922,-4.827501,3
204117131,BB6,53.7929328,-2.4175001,3
204117155,SP8,51.0373048,-2.2910983,3
204117270,DT1,50.7118787,-2.4448216,4
204117274,DE65,52.8669174,-1.6116951,3
204117291,BH31,50.8760396,-1.872606,3
204117502,PE19,52.2359693,-0.2636521,4
204117816,ME14,51.2787626,0.5435955,3
204117819,WV16,52.5095974,-2.4409185,4
204118098,CO13,51.8389206,1.2367597,3
204118333,DE12,52.7233343,-1.5535436,4
204118683,HP4,51.7678331,-0.5685998,4
204118876,BS32,51.5444813,-2.5576565,4
204119027,EX16,50.9226683,-3.4916806,4
204119067,BA14,51.3191164,-2.2025658,3
204119171,BR2,51.387269,0.0224568,4
204119326,GL15,51.7369523,-2.551235,4
204119345,B74,52.5843126,-1.8621609,4
204119369,SL2,51.5356977,-0.6058076,4
204119415,TQ7,50.2826457,-3.7844126,4
204119751,CB22,52.1284294,0.1354878,4
204119888,PR5,53.731555,-2.6577319,3
204120713,EX16,50.9226683,-3.4916806,3
204120786,SE1,51.4991997,-0.0916245,3
204121247,TA4,51.074692,-3.2714873,4
204121335,LE17,52.4675874,-1.1778293,4
204121396,B46,52.5088835,-1.6949788,4
204121596,PL16,50.6464378,-4.2640338,3
204121742,KT20,51.2864936,-0.2311279,4
204122562,W7,51.5118598,-0.335921,3
204122733,GU28,50.9910457,-0.6327655,4
204122740,NG10,52.9005705,-1.2841731,3
204122996,M35,53.5072006,-2.1549109,3
204123519,L9,53.4613892,-2.9536021,4
204123532,B70,52.5209224,-2.0044143,5
204123866,WD6,51.6573773,-0.2756334,4
204123934,BS37,51.5409765,-2.4141076,4
204124026,CR2,51.3480184,-0.0820678,4
204124309,SK9,53.3278962,-2.2304439,3
204124364,EN9,51.6961713,0.0149921,4
204124452,SG7,52.0045147,-0.1754105,3
204124526,LS22,53.9317926,-1.3956826,4
204124573,BN42,50.8376298,-0.2347507,3
204124897,L19,53.3589357,-2.9033178,3
204124900,BH21,50.8125355,-1.974537,4
204124919,YO7,54.2246863,-1.3514255,4
204124950,BA9,51.0576908,-2.4101382,4
204124979,FK3,56.0107515,-3.7207793,3
204125466,TN29,50.9938289,0.9325174,3
204125703,SE26,51.4279399,-0.0547761,4
204126267,SN1,51.5565291,-1.783169,4
204126616,SO41,50.7554651,-1.5665136,3
204126748,LS23,53.9003968,-1.3484233,4
204127014,NR13,52.6338547,1.4697849,3
204127392,EN6,51.699489,-0.176714,4
204127515,SR5,54.9226017,-1.4241884,3
204127616,PE9,52.6545544,-0.4804678,3
204127697,RH13,51.0337894,-0.3279851,4
204127988,BS34,51.523502,-2.5667207,3
204128251,CM23,51.872518,0.1583719,3
204128597,NR18,52.5706689,1.1079084,4
204128759,MK10,52.0410506,-0.6982522,4
204128861,PL27,50.5237028,-4.875155,4
204128911,S2,53.369613,-1.4480046,3
204129118,BL3,53.5646619,-2.4321772,4
204129141,PE9,52.6545544,-0.4804678,3
204129165,EC1V,51.5268168,-0.0978016,4
204129329,RH14,51.0330425,-0.4847114,3
204129466,UB7,51.5044432,-0.4691618,3
204129622,HR1,52.0590736,-2.6797236,4
204129703,S9,53.3981645,-1.4178388,4
204130441,NW1,51.5332718,-0.1438882,3
204131013,DL8,54.2928606,-1.7868123,3
204131437,GU32,51.0090053,-0.9681798,3
204131761,W1W,51.5192066,-0.1409008,3
204132154,PL7,50.3927332,-4.0456918,4
204132602,DN36,53.5114674,-0.039586,3
204132678,OX4,51.7312035,-1.2173945,4
204132765,B15,52.4661665,-1.9233802,4
204133029,ME12,51.4223196,0.8043021,4
204133086,OX11,51.5995807,-1.2522494,4
204133367,EN5,51.649944,-0.1975625,4
204133455,LA6,54.1754174,-2.6103862,4
204133628,YO10,53.9504564,-1.0575048,5
204134037,B98,52.3022428,-1.9130643,4
204134858,E15,51.5402208,0.0032141,5
204134970,S6,53.4028113,-1.5130984,4
204135240,WA15,53.3845913,-2.3259397,4
204135278,CO3,51.88449,0.8563017,3
204135899,TW5,51.4824354,-0.3862521,4
204136180,B67,52.485705,-1.9787293,4
204136382,HU1,53.7428033,-0.3379367,4
204136634,SE1,51.4991997,-0.0916245,3
204136730,HS1,58.2126144,-6.3814786,5
204136785,PA34,56.3937657,-5.4870915,4
204137194,EH22,55.8850462,-3.0607492,3
204137418,AB10,57.1353138,-2.1202461,4
204137435,DD1,56.4610055,-2.9764463,3
204137543,ML8,55.7314933,-3.8429126,4
204137590,AB11,57.1392011,-2.0928839,4
204137758,G68,55.9529877,-4.0160663,4
204137910,PA34,56.3937657,-5.4870915,4
204137986,AB11,57.1392011,-2.0928839,4
204138196,EH6,55.9725098,-3.1753754,4
204138247,KY5,56.145365,-3.2948408,4
204138309,G66,55.9404977,-4.153923,5
204138531,EH53,55.8947721,-3.4727519,4
204138595,AB12,57.1020973,-2.1129498,4
204138615,AB25,57.1527168,-2.1140756,4
204138767,DG1,55.0735752,-3.5817215,5
204138908,SA20,52.0119374,-3.78776,4
204138915,LD3,51.9607697,-3.369993,4
204139145,LL45,52.8220907,-4.0961914,3
204139309,SY16,52.5206495,-3.3122813,3
204139403,NP7,51.8294388,-3.0112466,3
204139620,LL12,53.0875778,-2.9891854,4
204139622,CF15,51.5333849,-3.271715,3
204139706,LL30,53.3180209,-3.8162186,3
204139748,CF71,51.4609003,-3.4589993,3
204139886,BT53,55.0857068,-6.4749555,4
204139994,BT18,54.6412227,-5.8220028,4
204140099,BT4,54.6025629,-5.869615,3
204140112,BT41,54.7322694,-6.2572788,3
204140228,BT23,54.564476,-5.7153624,4
204140230,BT39,54.745645,-6.0174462,5
204140437,BT46,54.8654569,-6.6634111,4
204140868,BT40,54.8457073,-5.8237859,3
204140990,W6,51.4926401,-0.2287797,3
204141052,BT23,54.564476,-5.7153624,3
204141146,BT71,54.5128046,-6.7043034,4
204141276,BT63,54.4072137,-6.3906387,3
204141300,BT29,54.6209431,-6.196934,3
204141541,BT5,54.5891629,-5.871144,4
204141705,BT63,54.4072137,-6.3906387,4
204141710,BT28,54.5227918,-6.0866891,4
204141747,BT8,54.540416,-5.9063825,4
204142099,BT49,55.0473469,-6.9508217,3
204142101,BT4,54.6025629,-5.869615,4
204142161,BT16,54.5906801,-5.7976783,3
204142201,BT34,54.1531164,-6.1774814,3
204142242,BT94,54.3760757,-7.5336959,3
204142562,CM21,51.8122758,0.1452281,3
204142648,PE25,53.1539916,0.3342567,4
204142741,BT4,54.6025629,-5.869615,3
204142920,SL2,51.5356977,-0.6058076,4
204143050,BT18,54.6412227,-5.8220028,5
204144466,NG31,52.9144482,-0.6420228,3
204144751,PL21,50.3852736,-3.9184514,4
204144765,OX26,51.901173,-1.1544766,3
204145511,NN4,52.2144778,-0.8994462,3
204145533,GL3,51.8619393,-2.1760821,3
204146336,BN22,50.7896229,0.2838081,5
204146720,EH12,55.9418955,-3.279118,4
204147239,LU7,51.9072379,-0.6629591,5
204147793,SY5,52.6515091,-2.8328135,5
204147997,NR33,52.4540969,1.7167978,5
204148620,NE49,54.9672806,-2.4607532,4
204149069,OX2,51.7659091,-1.2807181,4
204149333,IP33,52.2429658,0.7086249,4
204149409,CA13,54.6598623,-3.3683706,3
204149655,CB3,52.212482,0.0981705,3
204149674,PL24,50.3552292,-4.7111784,4
204150112,BA5,51.212571,-2.6552733,3
204150128,SY11,52.8699722,-3.0312225,4
204150770,L40,53.6031134,-2.8417029,4
204151211,CF37,51.6033134,-3.3343249,4
204151300,SP7,51.0050805,-2.1843108,4
204151352,BS1,51.4532627,-2.5935387,4
204174320,NR4,52.612059,1.256665,3
204174545,IP11,51.9675191,1.3411933,4
204175224,EX24,50.7404493,-3.0893775,4
204175526,DT5,50.5488467,-2.4424653,3
204175822,PL31,50.4691274,-4.7226505,3
204175984,EC2M,51.5185932,-0.0862326,4
204176005,NR25,52.9201145,1.082767,3
204176138,CB25,52.2608073,0.2541302,4
204176466,TW12,51.4228861,-0.3697391,3
204176487,OX13,51.6758174,-1.3577318,4
204176797,HP16,51.7022351,-0.7196191,4
204176825,BA14,51.3191164,-2.2025658,4
204177676,LA1,54.0467054,-2.7994612,4
204177787,SW12,51.4463283,-0.1491401,4
204178278,IP1,52.0668563,1.13956,4
204178518,CB8,52.2302078,0.4279081,4
204178676,YO11,54.2639772,-0.3963875,4
204178724,SM5,51.3686674,-0.168793,4
204178849,TQ12,50.5294305,-3.6123156,4
204179021,WD3,51.6466313,-0.4824803,4
204180178,BS39,51.3282866,-2.5335653,4
204180357,RG19,51.3912084,-1.2443747,4
204180817,EX20,50.7519249,-4.019293,5
204181564,N20,51.6292552,-0.1743686,4
204182413,WR10,52.1149851,-2.0671085,4
204182499,PL7,50.3927332,-4.0456918,3
204182518,E10,51.5679608,-0.0143353,4
204183512,BL9,53.5918117,-2.2870531,5
204183622,TD5,55.5881056,-2.4173178,3
204183967,LL29,53.2891437,-3.7084555,4
204184464,BT6,54.5799883,-5.897917,4
204185128,BT71,54.5128046,-6.7043034,3
204185231,BT67,54.4869748,-6.2660667,4
204185247,BT63,54.4072137,-6.3906387,4
204185250,BT34,54.1531164,-6.1774814,4
204185317,BT45,54.7600743,-6.6390822,4
204185391,BT15,54.6234399,-5.9320317,4
204185424,BT7,54.5819589,-5.9245497,4
204188582,YO17,54.1367836,-0.7568135,5
204191697,PO30,50.6911019,-1.31348,3
204194924,NE20,55.0526955,-1.7874806,5
204196231,PL4,50.3755331,-4.1280288,4
204199595,BR2,51.387269,0.0224568,4
204200066,NR31,52.5749904,1.708835,4
204200087,PO2,50.8178415,-1.0774067,4
204200130,CV9,52.5861653,-1.5616215,3
204200170,UB8,51.5352408,-0.4738505,4
204200211,TA7,51.131561,-2.910703,4
204200312,OL10,53.5904693,-2.223154,3
204200331,WA3,53.456371,-2.5477451,3
204200366,BB5,53.754299,-2.37346,3
204200386,PR4,53.7546364,-2.8341777,4
204200414,SY11,52.8699722,-3.0312225,4
204200440,L3,53.4084083,-2.984451,4
204200549,NE37,54.9127512,-1.5279619,3
204200582,WF8,53.6861759,-1.3004853,3
204200590,OL15,53.6448116,-2.0999458,4
204200638,SP1,51.075221,-1.7887748,4
204200664,PO19,50.8382074,-0.7783183,4
204200700,RG4,51.4827626,-0.9698039,4
204200708,SG1,51.913148,-0.1949772,4
204200781,BR4,51.3750032,-0.0083853,4
204200831,CB10,52.028753,0.2627396,4
204200857,ST18,52.8150827,-2.0806107,3
204200954,W1G,51.5193162,-0.1482679,4
204200962,W6,51.4926401,-0.2287797,3
204201020,SS1,51.5376959,0.7305193,3
204201024,CA2,54.8838592,-2.9512475,4
204201029,CA12,54.6025378,-3.1344633,4
204201070,GL10,51.7436973,-2.2870616,3
204201077,HR6,52.2333219,-2.7731407,4
204201155,DY11,52.3845094,-2.2621081,3
204201215,OL11,53.6059003,-2.1767392,4
204201245,PL2,50.389557,-4.1630645,4
204201325,BB12,53.8034114,-2.2927166,3
204201326,BB8,53.8580089,-2.1635237,4
204201394,OX26,51.901173,-1.1544766,4
204201414,TA20,50.8735523,-2.9622162,4
204201489,CM19,51.7594581,0.0711651,4
204201507,RG12,51.4067523,-0.7500218,4
204201562,BA1,51.3927912,-2.3611374,4
204201574,TQ9,50.4165597,-3.6910718,4
204201582,TF3,52.6674608,-2.4483576,3
204201686,DY14,52.3804492,-2.4685572,4
204201876,SS0,51.546671,0.6877161,3
204201891,HX6,53.6968778,-1.927434,4
204201933,LE5,52.6383444,-1.0850557,3
204201982,W1K,51.5111191,-0.1510369,4
204202032,CV7,52.446762,-1.569683,4
204202132,PR1,53.7573394,-2.7017204,3
204202267,SL5,51.4056392,-0.6638405,4
204202270,CT14,51.2167502,1.3854115,4
204202273,TN17,51.0962819,0.5367581,3
204202325,TW13,51.4389898,-0.4020137,3
204202406,GL7,51.7113826,-1.8967753,3
204202452,SN10,51.3370397,-1.9869176,4
204202487,LN8,53.374899,-0.3265738,3
204202499,RG12,51.4067523,-0.7500218,3
204202561,WV10,52.6191468,-2.1134738,3
204202593,WV2,52.5736442,-2.118343,3
204202655,LS10,53.7622905,-1.5325445,4
204202697,YO17,54.1367836,-0.7568135,4
204202760,TS28,54.7257395,-1.3749668,4
204202775,SY8,52.3650723,-2.6953443,3
204202831,TA24,51.1819504,-3.5105467,4
204202857,DY10,52.386159,-2.2238755,4
204202862,SM7,51.3229202,-0.2014229,4
204202886,LA22,54.4229898,-2.9912561,4
204202946,IP3,52.04135,1.18801,4
204203012,WN8,53.5531891,-2.7694762,4
204203017,GL16,51.795578,-2.6128048,4
204203049,NR31,52.5749904,1.708835,4
204203057,CB21,52.128038,0.2815412,3
204203131,EX13,50.7871097,-3.0071442,3
204203149,IP28,52.3308885,0.5278417,3
204203164,LS26,53.7518196,-1.4495543,4
204203182,HD9,53.5804475,-1.7973107,4
204203222,TF9,52.8968634,-2.4700531,4
204203276,DE45,53.2147846,-1.6782889,3
204203353,TR16,50.2326748,-5.2212503,5
204203432,IP12,52.0933236,1.3698157,3
204203460,NN16,52.4046781,-0.7057147,3
204203469,EC1A,51.5203315,-0.1039346,3
204203494,B15,52.4661665,-1.9233802,4
204203502,OX16,52.0625051,-1.3425431,4
204203624,KT7,51.3881177,-0.3337295,4
204203670,BD18,53.8304494,-1.7768469,3
204203704,PO10,50.8522374,-0.9293902,4
204203735,SE20,51.4123248,-0.0594187,3
204203846,PL7,50.3927332,-4.0456918,3
204203935,TN17,51.0962819,0.5367581,4
204203962,PO32,50.7511908,-1.2810514,5
204203973,DT11,50.8615403,-2.1834102,4
204204107,WD18,51.6491262,-0.4146492,4
204204113,MK11,52.0510771,-0.8404949,4
204204126,SS6,51.5886238,0.6074751,3
204204169,B91,52.4139981,-1.7833291,3
204204204,CR7,51.3991799,-0.1067344,3
204204228,WF10,53.7240007,-1.347783,4
204204389,SY9,52.4991445,-2.9906924,4
204204475,W3,51.5106335,-0.2679031,4
204204486,WR10,52.1149851,-2.0671085,4
204204512,SY1,52.7226132,-2.7405434,3
204204633,TA10,51.0334527,-2.8257148,5
204204670,PO15,50.8676994,-1.2281695,3
204204716,SG8,52.0643705,-0.0147945,4
204204728,SR4,54.9003709,-1.4255904,4
204204771,OX1,51.7451905,-1.2614253,5
204204858,CT13,51.2664408,1.327004,4
204204886,S11,53.3607754,-1.5078903,4
204204909,CW7,53.1899294,-2.5290755,3
204204955,NG1,52.9547046,-1.1485826,4
204204987,LA10,54.3138033,-2.4939771,3
204205009,BH22,50.8053042,-1.888586,5
204205014,DT1,50.7118787,-2.4448216,4
204205064,DE74,52.8395922,-1.3258768,3
204205118,PO21,50.7850953,-0.6986558,3
204205173,HP23,51.7954966,-0.6612615,3
204205252,DL14,54.6515089,-1.6921535,5
204205320,DY6,52.4984945,-2.1644135,3
204205366,CT20,51.0798258,1.1630593,3
204205428,AL3,51.7803976,-0.3775501,4
204205454,BA12,51.1708259,-2.1888898,3
204205475,LA12,54.2031951,-3.0836203,4
204205551,NN6,52.3269298,-0.9458447,5
204205698,HR8,52.0447156,-2.4453658,4
204205702,N17,51.5980699,-0.0717424,4
204205741,PE12,52.7851801,0.0279957,4
204205746,LE19,52.5844805,-1.2064606,4
204205807,B90,52.3989824,-1.8260954,4
204205837,TN23,51.1399102,0.8570045,3
204205875,DT6,50.7391695,-2.7754498,5
204205882,N12,51.6149237,-0.1776502,3
204205919,LN11,53.3730382,0.0260752,4
204206047,TF3,52.6674608,-2.4483576,4
204206051,N11,51.6137464,-0.1388912,5
204206052,W1G,51.5193162,-0.1482679,3
204206075,NE38,54.8934927,-1.5247917,4
204206208,SE19,51.4179954,-0.0861287,3
204206210,WC2E,51.5118792,-0.1233747,3
204206323,W1T,51.5202472,-0.1367101,4
204206354,TA3,50.9936898,-3.037039,3
204206432,OX13,51.6758174,-1.3577318,4
204206536,NW6,51.542172,-0.1962878,3
204206606,HX5,53.6845992,-1.8352938,4
204206644,KT10,51.3695018,-0.3543868,4
204206697,M17,53.4680132,-2.3205539,4
204206724,NN6,52.3269298,-0.9458447,3
204206822,BS40,51.346529,-2.6919383,4
204206849,LS29,53.9189109,-1.800672,3
204206887,DA1,51.4480982,0.209464,4
204206888,BA1,51.3927912,-2.3611374,4
204206982,WF4,53.6466346,-1.5193831,4
204206990,LS11,53.776223,-1.5573555,4
204206996,BH31,50.8760396,-1.872606,4
204207001,EX4,50.7313128,-3.526701,3
204207058,AL1,51.7489129,-0.323756,3
204207101,CV11,52.5198747,-1.453464,4
204207138,HD1,53.6468691,-1.788934,4
204207139,PO19,50.8382074,-0.7783183,3
204207157,SW19,51.4241552,-0.2029208,4
204207180,IG11,51.5350133,0.0932901,3
204207239,B23,52.5285384,-1.8553035,4
204207301,WV1,52.5864721,-2.1158825,4
204207389,NG34,52.9871563,-0.3938278,4
204207390,B62,52.4571593,-2.0337937,4
204207427,PL26,50.3449922,-4.827501,4
204207461,TN8,51.1951342,0.0779767,3
204207544,EC3V,51.5129745,-0.0858623,3
204207589,CW11,53.1431937,-2.3673649,4
204207594,TQ6,50.3471274,-3.5905841,4
204207667,MK9,52.0404,-0.754928,3
204207695,DA7,51.4656011,0.1459735,3
204207730,PL14,50.4639492,-4.466271,3
204207874,L33,53.4900539,-2.8768007,3
204207951,RH16,51.0014151,-0.0983341,4
